LinkID,1인가구수,면적당지하철,광역버스,출근급행,남경제,남비경제,여경제,여비경제
1036585,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036586,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036587,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036588,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036589,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036591,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036656,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036657,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036658,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036659,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036660,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036677,25975,0.061221991,10,6,0.338071126,0.156249703,0.302096705,0.203582466
1036680,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036681,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036682,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036683,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036684,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036687,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036688,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036689,33369,0.18070112,4,3,0.366130116,0.137267466,0.328383628,0.16821879
1036732,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036733,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036734,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036735,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036736,26579,0.388802488,0,4,0.386455104,0.116669443,0.311476731,0.185398722
1036737,26579,0.388802488,0,4,0.386455104,0.116669443,0.311476731,0.185398722
1036738,26579,0.388802488,0,4,0.386455104,0.116669443,0.311476731,0.185398722
