동물보호관리시스템 유기동물 조회 서비스,646,1032,농림축산식품부 농림축산검역본부,농축수산,https://www.data.go.kr/dataset/15001096/openapi.do
한국감정원 부동산 매매가격지수 현황,644,33,한국감정원,국토관리,https://www.data.go.kr/dataset/15002266/openapi.do
전군 복지 휴양시설 위치정보 목록,640,59,국방부,통일외교안보,https://www.data.go.kr/dataset/3034725/openapi.do
부산광역시 남구 의료기관 현황,640,13,부산광역시 남구,보건의료,https://www.data.go.kr/dataset/3034648/openapi.do
e-영상역사관 자료정보,637,18,문화체육관광부 한국정책방송원,문화관광,https://www.data.go.kr/dataset/3036338/openapi.do
군사 용어 정보,636,163,국방부,통일외교안보,https://www.data.go.kr/dataset/3081231/openapi.do
예비군훈련장 안내,635,90,국방부,통일외교안보,https://www.data.go.kr/dataset/3034741/openapi.do
연도별 세입/수입 예산현황 (총액),633,170,기획재정부,중점데이터,https://www.data.go.kr/dataset/3034190/openapi.do
남부발전 발전소 통합 발전정보,627,14,한국남부발전(주),산업고용,https://www.data.go.kr/dataset/15000962/openapi.do
제주특별자치도 제주시_민박펜션정보,625,51,제주특별자치도 제주시,농축수산,https://www.data.go.kr/dataset/3083495/openapi.do
경기도 식품관련 업체 현황,624,64,경기도,식품건강,https://www.data.go.kr/dataset/3083286/openapi.do
도시철도 CCTV 현황,624,13,대전광역시도시철도공사,교통물류,https://www.data.go.kr/dataset/15004762/openapi.do
서울특별시 도서관 정보,623,234,서울특별시,문화관광,https://www.data.go.kr/dataset/3045299/openapi.do
버스위치정보 조회,622,2156,경기도,교통물류,https://www.data.go.kr/dataset/15000170/openapi.do
부산시 전통시장 현황,621,58,부산광역시,국토관리,https://www.data.go.kr/dataset/3075827/openapi.do
신재생에너지 건설 및 개발 정보,620,7,한국중부발전(주),산업고용,https://www.data.go.kr/dataset/15004273/openapi.do
공기질측정 정보,620,5,부산교통공사,환경기상,https://www.data.go.kr/dataset/3033573/openapi.do
부산광역시 영도구_공장등록현황,620,14,부산광역시 영도구,산업고용,https://www.data.go.kr/dataset/3044063/openapi.do
티켓할인조회서비스,619,220,한국문화정보원,문화관광,https://www.data.go.kr/dataset/15000050/openapi.do
공유(만료)저작물 서비스,618,66,한국저작권위원회,과학기술,https://www.data.go.kr/dataset/15000497/openapi.do
