금액차이,전세비율,ID,Number of Records,거래금액(만원),건축년도 (아파트 전월세 실거래가),계약년월 (아파트 전월세 실거래가),계약년월,계약일 (아파트 전월세 실거래가),계약일,구,단지명,도로명,동,보증금(만원),시군구 - Split 1,시군구,월세(만원),전세비율 1,전용면적(㎡),전월세구분,층
40500,0.520710059,138,1,84500,1986-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,명일우성,62,명일동,44000,서울특별시,서울특별시 강동구 명일동,0,0.520710059,85,전세,10
34500,0.591715976,139,1,84500,1986-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,명일우성,62,명일동,50000,서울특별시,서울특별시 강동구 명일동,0,0.591715976,85,전세,10
34500,0.591715976,140,1,84500,1986-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,명일우성,62,명일동,50000,서울특별시,서울특별시 강동구 명일동,0,0.591715976,85,전세,10
44900,0.492081448,141,1,88400,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,삼익그린2차,,명일동,43500,서울특별시,서울특별시 강동구 명일동,0,0.492081448,85,전세,5
44900,0.492081448,142,1,88400,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,삼익그린2차,,명일동,43500,서울특별시,서울특별시 강동구 명일동,0,0.492081448,85,전세,5
46400,0.475113122,143,1,88400,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,삼익그린2차,,명일동,42000,서울특별시,서울특별시 강동구 명일동,0,0.475113122,85,전세,5
40400,0.542986425,144,1,88400,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,삼익그린2차,,명일동,48000,서울특별시,서울특별시 강동구 명일동,0,0.542986425,85,전세,5
20000,0.682539683,145,1,63000,2011-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,고덕리엔파크3단지,,상일동,43000,서울특별시,서울특별시 강동구 상일동,0,0.682539683,60,전세,10
50652,0.196,146,1,63000,2011-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,고덕리엔파크3단지,,상일동,12348,서울특별시,서울특별시 강동구 상일동,0,0.196,60,전세,10
36500,0.565476190,147,1,84000,2017-01-01,2018-04-01,2018-04-01,1~10,21~30,강동구,고덕숲아이파크,,상일동,47500,서울특별시,서울특별시 강동구 상일동,0,0.56547619,85,전세,19
39500,0.545977011,148,1,87000,2017-01-01,2018-04-01,2018-04-01,1~10,21~30,강동구,고덕숲아이파크,,상일동,47500,서울특별시,서울특별시 강동구 상일동,0,0.545977011,85,전세,9
36000,0.568862275,149,1,83500,2017-01-01,2018-04-01,2018-04-01,1~10,21~30,강동구,고덕숲아이파크,,상일동,47500,서울특별시,서울특별시 강동구 상일동,0,0.568862275,85,전세,8
31000,0.630952381,150,1,84000,2017-01-01,2018-04-01,2018-04-01,11~20,21~30,강동구,고덕숲아이파크,,상일동,53000,서울특별시,서울특별시 강동구 상일동,0,0.630952381,85,전세,19
34000,0.609195402,151,1,87000,2017-01-01,2018-04-01,2018-04-01,11~20,21~30,강동구,고덕숲아이파크,,상일동,53000,서울특별시,서울특별시 강동구 상일동,0,0.609195402,85,전세,9
30500,0.634730539,152,1,83500,2017-01-01,2018-04-01,2018-04-01,11~20,21~30,강동구,고덕숲아이파크,,상일동,53000,서울특별시,서울특별시 강동구 상일동,0,0.634730539,85,전세,8
8200,0.378787879,153,1,13200,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,건영아모리움,176,성내동,5000,서울특별시,서울특별시 강동구 성내동,40,0.378787879,12,월세,11
8500,0.779220779,154,1,38500,2007-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,내일쎄닛빌,20,암사동,30000,서울특별시,서울특별시 강동구 암사동,0,0.779220779,79,전세,1
26700,0.651890482,155,1,76700,2008-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,롯데캐슬퍼스트,,암사동,50000,서울특별시,서울특별시 강동구 암사동,0,0.651890482,60,전세,9
32000,0.609756098,156,1,82000,2008-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,롯데캐슬퍼스트,,암사동,50000,서울특별시,서울특별시 강동구 암사동,0,0.609756098,60,전세,15
27000,0.649350649,157,1,77000,2008-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,롯데캐슬퍼스트,,암사동,50000,서울특별시,서울특별시 강동구 암사동,0,0.649350649,60,전세,6
31700,0.586701434,158,1,76700,2008-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,롯데캐슬퍼스트,,암사동,45000,서울특별시,서울특별시 강동구 암사동,0,0.586701434,60,전세,9
37000,0.548780488,159,1,82000,2008-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,롯데캐슬퍼스트,,암사동,45000,서울특별시,서울특별시 강동구 암사동,0,0.548780488,60,전세,15
32000,0.584415584,160,1,77000,2008-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,롯데캐슬퍼스트,,암사동,45000,서울특별시,서울특별시 강동구 암사동,0,0.584415584,60,전세,6
33700,0.560625815,161,1,76700,2008-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,롯데캐슬퍼스트,,암사동,43000,서울특별시,서울특별시 강동구 암사동,0,0.560625815,60,전세,9
39000,0.524390244,162,1,82000,2008-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,롯데캐슬퍼스트,,암사동,43000,서울특별시,서울특별시 강동구 암사동,0,0.524390244,60,전세,15
34000,0.558441558,163,1,77000,2008-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,롯데캐슬퍼스트,,암사동,43000,서울특별시,서울특별시 강동구 암사동,0,0.558441558,60,전세,6
37700,0.443131462,164,1,67700,2002-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,삼성광나루,3,암사동,30000,서울특별시,서울특별시 강동구 암사동,60,0.443131462,85,월세,7
19500,0.672268908,165,1,59500,2002-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,삼성광나루,3,암사동,40000,서울특별시,서울특별시 강동구 암사동,0,0.672268908,60,전세,25
20000,0.666666667,166,1,60000,2002-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,삼성광나루,3,암사동,40000,서울특별시,서울특별시 강동구 암사동,0,0.666666667,60,전세,19
19700,0.658578856,167,1,57700,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,38000,서울특별시,서울특별시 강동구 암사동,0,0.658578856,60,전세,6
22000,0.633333333,168,1,60000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,38000,서울특별시,서울특별시 강동구 암사동,0,0.633333333,60,전세,25
23700,0.589254766,169,1,57700,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,34000,서울특별시,서울특별시 강동구 암사동,0,0.589254766,60,전세,6
26000,0.566666667,170,1,60000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,34000,서울특별시,서울특별시 강동구 암사동,0,0.566666667,60,전세,25
19700,0.658578856,171,1,57700,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,38000,서울특별시,서울특별시 강동구 암사동,0,0.658578856,60,전세,6
22000,0.633333333,172,1,60000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,38000,서울특별시,서울특별시 강동구 암사동,0,0.633333333,60,전세,25
20700,0.641247834,173,1,57700,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,37000,서울특별시,서울특별시 강동구 암사동,0,0.641247834,60,전세,6
23000,0.616666667,174,1,60000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,선사현대아파트,,암사동,37000,서울특별시,서울특별시 강동구 암사동,0,0.616666667,60,전세,25
52700,0.086655113,175,1,57700,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,5000,서울특별시,서울특별시 강동구 암사동,110,0.086655113,60,월세,6
55000,0.083333333,176,1,60000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,5000,서울특별시,서울특별시 강동구 암사동,110,0.083333333,60,월세,25
24700,0.571923744,177,1,57700,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,33000,서울특별시,서울특별시 강동구 암사동,0,0.571923744,60,전세,6
27000,0.55,178,1,60000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,33000,서울특별시,서울특별시 강동구 암사동,0,0.55,60,전세,25
20800,0.663430421,179,1,61800,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,41000,서울특별시,서울특별시 강동구 암사동,0,0.663430421,73,전세,3
21700,0.623916811,180,1,57700,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,36000,서울특별시,서울특별시 강동구 암사동,0,0.623916811,60,전세,6
24000,0.6,181,1,60000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,36000,서울특별시,서울특별시 강동구 암사동,0,0.6,60,전세,25
20700,0.641247834,182,1,57700,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,37000,서울특별시,서울특별시 강동구 암사동,0,0.641247834,60,전세,6
23000,0.616666667,183,1,60000,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,선사현대아파트,,암사동,37000,서울특별시,서울특별시 강동구 암사동,0,0.616666667,60,전세,25
19200,0.667244367,184,1,57700,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,선사현대아파트,,암사동,38500,서울특별시,서울특별시 강동구 암사동,0,0.667244367,60,전세,6
21500,0.641666667,185,1,60000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,선사현대아파트,,암사동,38500,서울특별시,서울특별시 강동구 암사동,0,0.641666667,60,전세,25
22200,0.615251300,186,1,57700,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,선사현대아파트,,암사동,35500,서울특별시,서울특별시 강동구 암사동,0,0.6152513,60,전세,6
24500,0.591666667,187,1,60000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,선사현대아파트,,암사동,35500,서울특별시,서울특별시 강동구 암사동,0,0.591666667,60,전세,25
13000,0.48,188,1,25000,1987-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,금호,,천호동,12000,서울특별시,서울특별시 강동구 천호동,0,0.48,28,전세,4
11500,0.722891566,189,1,41500,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,동아하이빌,,천호동,30000,서울특별시,서울특별시 강동구 천호동,0,0.722891566,60,전세,14
9500,0.771084337,190,1,41500,2000-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,동아하이빌,,천호동,32000,서울특별시,서울특별시 강동구 천호동,0,0.771084337,60,전세,14
11800,0.297619048,191,1,16800,2004-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,두산위브센티움,70,천호동,5000,서울특별시,서울특별시 강동구 천호동,30,0.297619048,31,월세,7
1800,0.892857143,192,1,16800,2004-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,두산위브센티움,70,천호동,15000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,31,전세,7
8000,0.757575758,193,1,33000,1990-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현대,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.757575758,44,전세,1
6000,0.785714286,194,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,5
6000,0.785714286,195,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,6
6000,0.785714286,196,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,6
4500,0.839285714,197,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,현진리버파크,,천호동,23500,서울특별시,서울특별시 강동구 천호동,0,0.839285714,23,전세,5
4500,0.839285714,198,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,23500,서울특별시,서울특별시 강동구 천호동,0,0.839285714,23,전세,6
4500,0.839285714,199,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,23500,서울특별시,서울특별시 강동구 천호동,0,0.839285714,23,전세,6
5500,0.803571429,200,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,5
5500,0.803571429,201,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
5500,0.803571429,202,1,28000,2017-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
6000,0.785714286,203,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,25,전세,4
6000,0.785714286,204,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,5
6000,0.785714286,205,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,6
6000,0.785714286,206,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22000,서울특별시,서울특별시 강동구 천호동,0,0.785714286,23,전세,6
3000,0.892857143,207,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,5
3000,0.892857143,208,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
3000,0.892857143,209,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
5500,0.803571429,210,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,5
5500,0.803571429,211,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
5500,0.803571429,212,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
5500,0.803571429,213,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,5
5500,0.803571429,214,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
5500,0.803571429,215,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,22500,서울특별시,서울특별시 강동구 천호동,0,0.803571429,23,전세,6
3000,0.892857143,216,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,5
3000,0.892857143,217,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
3000,0.892857143,218,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
3000,0.892857143,219,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,5
3000,0.892857143,220,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
3000,0.892857143,221,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,25000,서울특별시,서울특별시 강동구 천호동,0,0.892857143,23,전세,6
4000,0.857142857,222,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,24000,서울특별시,서울특별시 강동구 천호동,0,0.857142857,23,전세,5
4000,0.857142857,223,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,24000,서울특별시,서울특별시 강동구 천호동,0,0.857142857,23,전세,6
4000,0.857142857,224,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,현진리버파크,,천호동,24000,서울특별시,서울특별시 강동구 천호동,0,0.857142857,23,전세,6
4000,0.857142857,225,1,28000,2017-01-01,2018-04-01,2018-04-01,11~20,11~20,강동구,현진리버파크,,천호동,24000,서울특별시,서울특별시 강동구 천호동,0,0.857142857,23,전세,5
